0.000009,0.550366,0.084790,0.000000,Bart
0.000000,0.437390,0.169942,0.000000,Bart
0.000000,0.659870,0.092241,0.000000,Bart
0.024932,0.636416,0.038990,0.008543,Bart
0.000000,0.646341,0.110730,0.000000,Bart
0.083862,0.456667,0.171887,0.057337,Bart
0.000000,0.125144,0.090889,0.000000,Bart
0.000647,0.343170,0.196987,0.000000,Bart
0.000000,0.341311,0.080742,0.000000,Bart
0.000000,0.392091,0.000000,0.000000,Bart
0.101545,0.543646,0.293179,0.000000,Bart
0.119016,0.541531,0.233587,0.004370,Bart
0.024231,0.548441,0.112710,0.000000,Bart
0.000000,0.595314,0.315144,0.000000,Bart
0.000000,0.518275,0.000000,0.000000,Bart
0.000000,0.503381,0.241851,0.000000,Bart
0.129648,0.586406,0.048457,0.009971,Bart
0.036958,0.655825,0.077190,0.000000,Bart
0.001781,0.744966,0.051751,0.000000,Bart
0.041586,0.689883,0.084153,0.010720,Bart
0.005407,0.485802,0.096099,0.000691,Bart
0.072861,0.592923,0.182299,0.053627,Bart
0.121242,0.453847,0.276037,0.000000,Bart
0.080905,0.522160,0.127471,0.000000,Bart
0.020188,0.518648,0.132089,0.000000,Bart
0.084743,0.593147,0.170385,0.055981,Bart
0.000000,0.527816,0.123474,0.000000,Bart
0.034608,0.490649,0.249654,0.000000,Bart
0.104294,0.368596,0.255405,0.000000,Bart
0.000000,0.588018,0.226578,0.000000,Bart
0.042457,0.532287,0.160749,0.000000,Bart
0.082290,0.511439,0.194944,0.000069,Bart
0.000000,0.573370,0.000000,0.000000,Bart
